CustomerID,purchase_cnt,item_cnt,recency,user_total,user_average,unique_products,average_interval,total_transactions,cancel_frequency,cancel_rate
15619,1,136,10,336.0,336.0,3,0.0,1,0,0.0
12686,1,106,371,71.0,71.0,6,0.0,1,0,0.0
14314,1,296,106,120.0,120.0,8,0.0,1,0,0.0
16917,1,232,276,392.0,392.0,9,0.0,1,0,0.0
12574,1,59,315,182.0,182.0,10,0.0,1,0,0.0
12738,1,147,372,137.0,137.0,10,0.0,1,0,0.0
14804,1,121,8,353.0,353.0,12,0.0,1,0,0.0
17234,1,55,182,150.0,150.0,14,0.0,1,0,0.0
15143,1,150,225,259.0,259.0,14,0.0,1,0,0.0
12690,1,103,205,335.0,335.0,15,0.0,1,0,0.0
15127,1,251,65,407.0,407.0,16,0.0,1,0,0.0
14633,1,96,266,345.0,345.0,20,0.0,1,0,0.0
12945,1,165,288,463.0,463.0,23,0.0,1,0,0.0
16708,1,285,45,657.0,657.0,27,0.0,1,0,0.0
13721,1,316,36,524.0,524.0,28,0.0,1,0,0.0
17333,1,375,85,494.0,494.0,28,0.0,1,0,0.0
13518,1,382,85,627.0,627.0,36,0.0,1,0,0.0
18181,1,133,24,367.0,367.0,40,0.0,1,0,0.0
14158,1,781,40,508.0,508.0,41,0.0,1,0,0.0
17806,1,727,11,546.0,546.0,43,0.0,1,0,0.0
17331,1,16,123,175.0,175.0,1,0.0,1,0,0.0
13298,1,96,1,360.0,360.0,2,0.0,1,0,0.0
15350,1,51,373,116.0,116.0,5,0.0,1,0,0.0
12821,1,70,214,93.0,93.0,6,0.0,1,0,0.0
13710,1,176,31,180.0,180.0,8,0.0,1,0,0.0
15447,1,85,330,155.0,155.0,9,0.0,1,0,0.0
15504,1,33,81,53.0,53.0,13,0.0,1,0,0.0
16105,1,330,248,337.0,337.0,13,0.0,1,0,0.0
16159,1,236,281,348.0,348.0,14,0.0,1,0,0.0
14518,1,278,64,174.0,174.0,16,0.0,1,0,0.0
16366,1,256,18,327.0,327.0,18,0.0,1,0,0.0
13927,1,214,74,349.0,349.0,21,0.0,1,0,0.0
17486,1,191,261,397.0,397.0,24,0.0,1,0,0.0
14600,1,125,305,393.0,393.0,25,0.0,1,0,0.0
12922,1,370,161,405.0,405.0,28,0.0,1,0,0.0
14873,1,168,210,520.0,520.0,28,0.0,1,0,0.0
18104,1,362,37,755.0,755.0,38,0.0,1,0,0.0
12784,1,278,15,477.0,477.0,53,0.0,1,0,0.0
16406,1,116,18,154.0,154.0,54,0.0,1,0,0.0
14552,1,90,151,164.0,164.0,57,0.0,1,0,0.0
17052,1,251,28,399.0,399.0,72,0.0,1,0,0.0
16504,1,510,25,466.0,466.0,76,0.0,1,0,0.0
15472,1,251,113,372.0,372.0,76,0.0,1,0,0.0
12391,1,293,21,440.0,440.0,92,0.0,1,0,0.0
13302,1,5,155,64.0,64.0,1,0.0,1,0,0.0
15691,1,72,252,137.0,137.0,2,0.0,1,0,0.0
12789,1,3,65,77.0,77.0,3,0.0,1,0,0.0
12756,1,144,86,112.0,112.0,4,0.0,1,0,0.0
17620,1,60,59,81.0,81.0,4,0.0,1,0,0.0
15739,1,472,66,449.0,449.0,8,0.0,1,0,0.0
13059,1,35,249,183.0,183.0,8,0.0,1,0,0.0
15843,1,27,303,119.0,119.0,8,0.0,1,0,0.0
12622,1,68,232,162.0,162.0,10,0.0,1,0,0.0
15174,1,145,322,136.0,136.0,11,0.0,1,0,0.0
17862,1,100,323,331.0,331.0,11,0.0,1,0,0.0
16181,1,152,73,306.0,306.0,11,0.0,1,0,0.0
17939,1,40,159,99.0,99.0,12,0.0,1,0,0.0
15670,1,91,296,173.0,173.0,12,0.0,1,0,0.0
12795,1,64,18,318.0,318.0,13,0.0,1,0,0.0
13699,1,66,155,309.0,309.0,14,0.0,1,0,0.0
15634,1,99,17,244.0,244.0,15,0.0,1,0,0.0
13512,1,143,260,251.0,251.0,15,0.0,1,0,0.0
13382,1,131,280,223.0,223.0,15,0.0,1,0,0.0
16793,1,146,57,244.0,244.0,16,0.0,1,0,0.0
13411,1,72,107,214.0,214.0,17,0.0,1,0,0.0
15254,1,275,127,300.0,300.0,18,0.0,1,0,0.0
13210,1,316,93,353.0,353.0,22,0.0,1,0,0.0
17046,1,510,157,642.0,642.0,22,0.0,1,0,0.0
12580,1,236,246,380.0,380.0,23,0.0,1,0,0.0
15097,1,170,4,248.0,248.0,25,0.0,1,0,0.0
16400,1,172,94,304.0,304.0,28,0.0,1,0,0.0
16152,1,642,268,1829.0,1829.0,29,0.0,1,0,0.0
13737,1,125,200,340.0,340.0,29,0.0,1,0,0.0
16893,1,62,366,146.0,146.0,44,0.0,1,0,0.0
14171,1,167,98,364.0,364.0,57,0.0,1,0,0.0
14375,1,184,185,236.0,236.0,57,0.0,1,0,0.0
17923,1,50,282,208.0,208.0,1,0.0,1,0,0.0
15269,1,26,23,409.0,409.0,2,0.0,1,0,0.0
15374,1,126,128,168.0,168.0,3,0.0,1,0,0.0
17212,1,147,253,227.0,227.0,4,0.0,1,0,0.0
17513,1,254,72,513.0,513.0,6,0.0,1,0,0.0
14155,1,25,266,119.0,119.0,6,0.0,1,0,0.0
16178,1,94,138,198.0,198.0,8,0.0,1,0,0.0
13937,1,123,169,159.0,159.0,9,0.0,1,0,0.0
16847,1,78,43,193.0,193.0,12,0.0,1,0,0.0
12436,1,209,99,429.0,429.0,15,0.0,1,0,0.0
13328,1,680,316,1308.0,1308.0,17,0.0,1,0,0.0
12650,1,250,3,242.0,242.0,19,0.0,1,0,0.0
16071,1,180,44,326.0,326.0,21,0.0,1,0,0.0
16625,1,164,274,333.0,333.0,23,0.0,1,0,0.0
14894,1,265,85,656.0,656.0,23,0.0,1,0,0.0
15175,1,454,71,224.0,224.0,23,0.0,1,0,0.0
12725,1,162,371,372.0,372.0,23,0.0,1,0,0.0
12573,1,84,227,161.0,161.0,26,0.0,1,0,0.0
14082,1,110,364,182.0,182.0,28,0.0,1,0,0.0
16666,1,233,19,119.0,119.0,32,0.0,1,0,0.0
16480,1,455,75,769.0,769.0,51,0.0,1,0,0.0
16144,1,16,246,175.0,175.0,1,0.0,1,0,0.0
15603,1,96,78,48.0,48.0,2,0.0,1,0,0.0
13682,1,10,187,60.0,60.0,3,0.0,1,0,0.0
14423,1,120,218,265.0,265.0,3,0.0,1,0,0.0
15178,1,30,260,41.0,41.0,3,0.0,1,0,0.0
13992,1,64,30,77.0,77.0,5,0.0,1,0,0.0
13645,1,158,120,252.0,252.0,5,0.0,1,0,0.0
15445,1,58,264,114.0,114.0,5,0.0,1,0,0.0
15705,1,62,201,143.0,143.0,6,0.0,1,0,0.0
14887,1,1100,79,1862.0,1862.0,6,0.0,1,0,0.0
17122,1,80,119,138.0,138.0,7,0.0,1,0,0.0
14981,1,97,246,102.0,102.0,8,0.0,1,0,0.0
14280,1,52,196,134.0,134.0,8,0.0,1,0,0.0
16457,1,140,218,208.0,208.0,9,0.0,1,0,0.0
16752,1,54,372,208.0,208.0,9,0.0,1,0,0.0
12702,1,52,19,201.0,201.0,11,0.0,1,0,0.0
17906,1,26,247,73.0,73.0,12,0.0,1,0,0.0
14218,1,160,42,169.0,169.0,12,0.0,1,0,0.0
13349,1,224,10,197.0,197.0,15,0.0,1,0,0.0
14476,1,110,257,193.0,193.0,17,0.0,1,0,0.0
16483,1,44,192,139.0,139.0,19,0.0,1,0,0.0
13893,1,190,297,821.0,821.0,21,0.0,1,0,0.0
13801,1,168,66,325.0,325.0,23,0.0,1,0,0.0
13740,1,425,240,351.0,351.0,23,0.0,1,0,0.0
17829,1,496,298,889.0,889.0,30,0.0,1,0,0.0
15900,1,216,23,337.0,337.0,44,0.0,1,0,0.0
15325,1,231,103,162.0,162.0,47,0.0,1,0,0.0
12752,1,2262,81,4367.0,4367.0,53,0.0,1,0,0.0
13474,1,129,236,227.0,227.0,59,0.0,1,0,0.0
15006,1,285,51,475.0,475.0,120,0.0,1,0,0.0
14382,1,1231,26,615.0,615.0,121,0.0,1,0,0.0
15316,1,100,326,165.0,165.0,1,0.0,1,0,0.0
13185,1,12,267,71.0,71.0,1,0.0,1,0,0.0
17763,1,12,263,15.0,15.0,1,0.0,1,0,0.0
16468,1,31,74,75.0,75.0,2,0.0,1,0,0.0
14373,1,17,358,77.0,77.0,4,0.0,1,0,0.0
14345,1,50,38,109.0,109.0,6,0.0,1,0,0.0
14039,1,92,33,152.0,152.0,6,0.0,1,0,0.0
14219,1,78,4,90.0,90.0,7,0.0,1,0,0.0
14601,1,168,10,214.0,214.0,7,0.0,1,0,0.0
17349,1,102,179,98.0,98.0,8,0.0,1,0,0.0
17117,1,68,288,116.0,116.0,9,0.0,1,0,0.0
13229,1,63,225,161.0,161.0,10,0.0,1,0,0.0
14806,1,330,75,193.0,193.0,11,0.0,1,0,0.0
17732,1,93,372,304.0,304.0,18,0.0,1,0,0.0
13874,1,180,358,540.0,540.0,18,0.0,1,0,0.0
18056,1,211,288,364.0,364.0,19,0.0,1,0,0.0
15090,1,208,308,381.0,381.0,23,0.0,1,0,0.0
17219,1,89,31,114.0,114.0,24,0.0,1,0,0.0
15994,1,173,54,414.0,414.0,31,0.0,1,0,0.0
17403,1,111,36,264.0,264.0,32,0.0,1,0,0.0
15790,1,113,10,219.0,219.0,34,0.0,1,0,0.0
16447,1,221,135,256.0,256.0,34,0.0,1,0,0.0
17499,1,711,289,623.0,623.0,40,0.0,1,0,0.0
17051,1,179,194,241.0,241.0,40,0.0,1,0,0.0
15539,1,410,7,538.0,538.0,41,0.0,1,0,0.0
17561,1,144,19,165.0,165.0,44,0.0,1,0,0.0
12514,1,440,267,1018.0,1018.0,51,0.0,1,0,0.0
16776,1,254,60,372.0,372.0,61,0.0,1,0,0.0
15000,1,218,47,491.0,491.0,76,0.0,1,0,0.0
18133,1,1350,212,931.0,931.0,1,0.0,1,0,0.0
17427,1,34,71,101.0,101.0,2,0.0,1,0,0.0
17408,1,3,163,33.0,33.0,2,0.0,1,0,0.0
13011,1,13,372,51.0,51.0,3,0.0,1,0,0.0
13739,1,54,18,217.0,217.0,3,0.0,1,0,0.0
13132,1,20,261,77.0,77.0,3,0.0,1,0,0.0
16545,1,78,164,339.0,339.0,3,0.0,1,0,0.0
12445,1,60,22,77.0,77.0,3,0.0,1,0,0.0
12401,1,10,303,69.0,69.0,4,0.0,1,0,0.0
14259,1,68,141,120.0,120.0,5,0.0,1,0,0.0
15083,1,38,256,88.0,88.0,5,0.0,1,0,0.0
14967,1,140,49,464.0,464.0,6,0.0,1,0,0.0
15937,1,73,64,145.0,145.0,7,0.0,1,0,0.0
12641,1,71,115,146.0,146.0,9,0.0,1,0,0.0
14241,1,146,183,214.0,214.0,10,0.0,1,0,0.0
15773,1,311,5,636.0,636.0,10,0.0,1,0,0.0
17887,1,30,129,111.0,111.0,10,0.0,1,0,0.0
13182,1,201,45,121.0,121.0,11,0.0,1,0,0.0
15307,1,37,95,205.0,205.0,12,0.0,1,0,0.0
16756,1,106,214,239.0,239.0,13,0.0,1,0,0.0
17205,1,884,53,384.0,384.0,13,0.0,1,0,0.0
17531,1,136,190,297.0,297.0,14,0.0,1,0,0.0
12350,1,196,310,294.0,294.0,16,0.0,1,0,0.0
15885,1,109,93,349.0,349.0,16,0.0,1,0,0.0
12538,1,191,29,364.0,364.0,21,0.0,1,0,0.0
17233,1,131,35,191.0,191.0,25,0.0,1,0,0.0
15438,1,59,131,157.0,157.0,25,0.0,1,0,0.0
14139,1,510,46,416.0,416.0,26,0.0,1,0,0.0
14439,1,526,319,2661.0,2661.0,32,0.0,1,0,0.0
13044,1,429,291,560.0,560.0,33,0.0,1,0,0.0
13385,1,281,329,535.0,535.0,35,0.0,1,0,0.0
12739,1,485,99,976.0,976.0,37,0.0,1,0,0.0
14014,1,1076,77,505.0,505.0,39,0.0,1,0,0.0
14598,1,189,44,222.0,222.0,49,0.0,1,0,0.0
17433,1,185,88,303.0,303.0,53,0.0,1,0,0.0
13243,1,232,203,585.0,585.0,56,0.0,1,0,0.0
18117,1,604,25,314.0,314.0,67,0.0,1,0,0.0
18022,1,703,35,613.0,613.0,141,0.0,1,0,0.0
13120,1,12,238,31.0,31.0,1,0.0,1,0,0.0
17948,1,144,147,359.0,359.0,1,0.0,1,0,0.0
14661,1,35,26,108.0,108.0,4,0.0,1,0,0.0
17060,1,216,266,234.0,234.0,5,0.0,1,0,0.0
17879,1,45,173,179.0,179.0,6,0.0,1,0,0.0
13689,1,512,63,910.0,910.0,6,0.0,1,0,0.0
15361,1,336,361,419.0,419.0,7,0.0,1,0,0.0
16096,1,155,264,321.0,321.0,12,0.0,1,0,0.0
15007,1,69,159,157.0,157.0,12,0.0,1,0,0.0
14964,1,143,247,206.0,206.0,13,0.0,1,0,0.0
15986,1,268,30,168.0,168.0,14,0.0,1,0,0.0
15341,1,812,80,2021.0,2021.0,17,0.0,1,0,0.0
13844,1,196,11,362.0,362.0,20,0.0,1,0,0.0
17222,1,122,65,329.0,329.0,27,0.0,1,0,0.0
13358,1,284,268,389.0,389.0,28,0.0,1,0,0.0
13974,1,249,49,414.0,414.0,28,0.0,1,0,0.0
15947,1,898,82,1708.0,1708.0,29,0.0,1,0,0.0
16856,1,12,14,35.0,35.0,2,0.0,1,0,0.0
13403,1,44,17,75.0,75.0,3,0.0,1,0,0.0
14117,1,72,143,90.0,90.0,3,0.0,1,0,0.0
14589,1,5,371,40.0,40.0,3,0.0,1,0,0.0
14782,1,114,319,200.0,200.0,6,0.0,1,0,0.0
12884,1,43,88,309.0,309.0,7,0.0,1,0,0.0
15405,1,193,189,349.0,349.0,8,0.0,1,0,0.0
13484,1,44,241,314.0,314.0,8,0.0,1,0,0.0
17574,1,77,242,186.0,186.0,8,0.0,1,0,0.0
14406,1,77,119,157.0,157.0,8,0.0,1,0,0.0
15419,1,230,24,136.0,136.0,8,0.0,1,0,0.0
16282,1,114,339,168.0,168.0,11,0.0,1,0,0.0
13986,1,430,17,320.0,320.0,12,0.0,1,0,0.0
17415,1,114,79,508.0,508.0,14,0.0,1,0,0.0
12519,1,172,63,277.0,277.0,16,0.0,1,0,0.0
18185,1,183,249,304.0,304.0,17,0.0,1,0,0.0
17498,1,394,75,272.0,272.0,17,0.0,1,0,0.0
18105,1,46,37,113.0,113.0,18,0.0,1,0,0.0
16202,1,191,360,365.0,365.0,18,0.0,1,0,0.0
18222,1,335,92,443.0,443.0,19,0.0,1,0,0.0
14247,1,47,278,137.0,137.0,19,0.0,1,0,0.0
15930,1,139,67,427.0,427.0,21,0.0,1,0,0.0
17508,1,289,280,387.0,387.0,22,0.0,1,0,0.0
16823,1,136,227,358.0,358.0,34,0.0,1,0,0.0
17431,1,292,313,403.0,403.0,41,0.0,1,0,0.0
16056,1,345,45,651.0,651.0,66,0.0,1,0,0.0
13259,1,126,61,283.0,283.0,77,0.0,1,0,0.0
17614,1,235,57,386.0,386.0,97,0.0,1,0,0.0
13703,1,10,318,100.0,100.0,1,0.0,1,0,0.0
14576,1,12,372,35.0,35.0,1,0.0,1,0,0.0
12814,1,48,101,86.0,86.0,1,0.0,1,0,0.0
16429,1,9,106,285.0,285.0,2,0.0,1,0,0.0
17553,1,1048,129,1488.0,1488.0,2,0.0,1,0,0.0
15160,1,84,357,158.0,158.0,4,0.0,1,0,0.0
15458,1,156,25,162.0,162.0,7,0.0,1,0,0.0
17165,1,100,284,159.0,159.0,10,0.0,1,0,0.0
15388,1,88,270,141.0,141.0,10,0.0,1,0,0.0
13483,1,160,65,140.0,140.0,10,0.0,1,0,0.0
14714,1,229,24,160.0,160.0,10,0.0,1,0,0.0
14847,1,120,148,309.0,309.0,13,0.0,1,0,0.0
14689,1,76,208,113.0,113.0,13,0.0,1,0,0.0
16451,1,120,87,267.0,267.0,14,0.0,1,0,0.0
15857,1,308,18,297.0,297.0,14,0.0,1,0,0.0
12561,1,177,302,239.0,239.0,16,0.0,1,0,0.0
14974,1,37,37,90.0,90.0,17,0.0,1,0,0.0
16528,1,171,3,244.0,244.0,17,0.0,1,0,0.0
16517,1,96,277,163.0,163.0,17,0.0,1,0,0.0
13600,1,324,312,220.0,220.0,19,0.0,1,0,0.0
15825,1,220,172,533.0,533.0,20,0.0,1,0,0.0
17836,1,87,47,110.0,110.0,22,0.0,1,0,0.0
14100,1,63,137,192.0,192.0,24,0.0,1,0,0.0
16720,1,180,26,153.0,153.0,25,0.0,1,0,0.0
13398,1,281,192,457.0,457.0,26,0.0,1,0,0.0
16380,1,1428,61,1743.0,1743.0,28,0.0,1,0,0.0
13560,1,63,7,171.0,171.0,32,0.0,1,0,0.0
12478,1,233,3,546.0,546.0,35,0.0,1,0,0.0
13291,1,233,155,361.0,361.0,41,0.0,1,0,0.0
13341,1,301,260,776.0,776.0,42,0.0,1,0,0.0
15891,1,417,226,509.0,509.0,59,0.0,1,0,0.0
15019,1,150,266,253.0,253.0,64,0.0,1,0,0.0
17619,1,124,312,214.0,214.0,71,0.0,1,0,0.0
12965,1,282,89,770.0,770.0,108,0.0,1,0,0.0
15389,1,400,172,500.0,500.0,1,0.0,1,0,0.0
16078,1,16,283,79.0,79.0,1,0.0,1,0,0.0
14090,1,72,324,76.0,76.0,1,0.0,1,0,0.0
15945,1,52,365,181.0,181.0,2,0.0,1,0,0.0
12873,1,128,282,374.0,374.0,4,0.0,1,0,0.0
15222,1,440,318,585.0,585.0,5,0.0,1,0,0.0
12968,1,73,112,136.0,136.0,5,0.0,1,0,0.0
16542,1,46,53,120.0,120.0,5,0.0,1,0,0.0
13807,1,36,367,113.0,113.0,7,0.0,1,0,0.0
17881,1,32,304,133.0,133.0,8,0.0,1,0,0.0
13751,1,152,288,296.0,296.0,9,0.0,1,0,0.0
18165,1,254,177,302.0,302.0,10,0.0,1,0,0.0
14924,1,64,245,310.0,310.0,10,0.0,1,0,0.0
12770,1,743,210,1351.0,1351.0,12,0.0,1,0,0.0
18010,1,60,256,175.0,175.0,14,0.0,1,0,0.0
16215,1,104,80,242.0,242.0,14,0.0,1,0,0.0
16583,1,111,373,233.0,233.0,14,0.0,1,0,0.0
12531,1,45,14,125.0,125.0,17,0.0,1,0,0.0
16318,1,199,35,328.0,328.0,19,0.0,1,0,0.0
16072,1,140,288,584.0,584.0,23,0.0,1,0,0.0
13602,1,267,64,429.0,429.0,23,0.0,1,0,0.0
14647,1,91,201,236.0,236.0,24,0.0,1,0,0.0
15517,1,293,233,267.0,267.0,27,0.0,1,0,0.0
12374,1,339,25,623.0,623.0,32,0.0,1,0,0.0
17251,1,108,362,270.0,270.0,37,0.0,1,0,0.0
15645,1,255,18,612.0,612.0,49,0.0,1,0,0.0
12772,1,551,59,752.0,752.0,54,0.0,1,0,0.0
14130,1,257,319,481.0,481.0,66,0.0,1,0,0.0
15488,1,72,92,76.0,76.0,1,0.0,1,0,0.0
13194,1,26,135,61.0,61.0,3,0.0,1,0,0.0
13160,1,56,22,92.0,92.0,4,0.0,1,0,0.0
15063,1,56,213,371.0,371.0,5,0.0,1,0,0.0
16959,1,49,87,117.0,117.0,7,0.0,1,0,0.0
17709,1,17,169,137.0,137.0,7,0.0,1,0,0.0
14368,1,36,319,155.0,155.0,8,0.0,1,0,0.0
16351,1,90,332,154.0,154.0,8,0.0,1,0,0.0
14237,1,38,373,161.0,161.0,9,0.0,1,0,0.0
17217,1,24,234,114.0,114.0,9,0.0,1,0,0.0
17871,1,182,204,156.0,156.0,10,0.0,1,0,0.0
12732,1,110,179,218.0,218.0,11,0.0,1,0,0.0
17110,1,50,165,163.0,163.0,12,0.0,1,0,0.0
16339,1,21,284,94.0,94.0,17,0.0,1,0,0.0
17456,1,222,365,250.0,250.0,17,0.0,1,0,0.0
16448,1,76,198,183.0,183.0,19,0.0,1,0,0.0
16627,1,162,79,323.0,323.0,20,0.0,1,0,0.0
15225,1,226,234,409.0,409.0,23,0.0,1,0,0.0
15454,1,86,362,179.0,179.0,23,0.0,1,0,0.0
17274,1,77,35,108.0,108.0,24,0.0,1,0,0.0
18114,1,55,290,220.0,220.0,28,0.0,1,0,0.0
14036,1,268,284,627.0,627.0,38,0.0,1,0,0.0
14830,1,163,53,188.0,188.0,38,0.0,1,0,0.0
17297,1,65,17,128.0,128.0,49,0.0,1,0,0.0
15460,1,107,354,214.0,214.0,53,0.0,1,0,0.0
16270,1,688,353,1141.0,1141.0,54,0.0,1,0,0.0
15832,1,465,254,837.0,837.0,54,0.0,1,0,0.0
16795,1,239,365,415.0,415.0,64,0.0,1,0,0.0
12611,1,846,52,1193.0,1193.0,65,0.0,1,0,0.0
15721,1,388,11,471.0,471.0,80,0.0,1,0,0.0
15720,1,281,24,599.0,599.0,128,0.0,1,0,0.0
17382,1,24,65,50.0,50.0,1,0.0,1,0,0.0
12603,1,56,21,613.0,613.0,1,0.0,1,0,0.0
16162,1,4,252,37.0,37.0,2,0.0,1,0,0.0
12659,1,104,29,74.0,74.0,4,0.0,1,0,0.0
14752,1,260,43,390.0,390.0,5,0.0,1,0,0.0
17639,1,49,276,109.0,109.0,7,0.0,1,0,0.0
14238,1,111,326,147.0,147.0,8,0.0,1,0,0.0
14212,1,1152,89,1070.0,1070.0,9,0.0,1,0,0.0
12618,1,95,21,137.0,137.0,10,0.0,1,0,0.0
16338,1,94,157,215.0,215.0,11,0.0,1,0,0.0
15766,1,170,64,315.0,315.0,11,0.0,1,0,0.0
13390,1,224,74,544.0,544.0,13,0.0,1,0,0.0
15578,1,52,162,127.0,127.0,13,0.0,1,0,0.0
18129,1,48,243,113.0,113.0,13,0.0,1,0,0.0
13226,1,80,273,108.0,108.0,16,0.0,1,0,0.0
18120,1,31,214,111.0,111.0,17,0.0,1,0,0.0
14015,1,378,52,917.0,917.0,20,0.0,1,0,0.0
15149,1,128,133,521.0,521.0,23,0.0,1,0,0.0
16614,1,223,182,506.0,506.0,26,0.0,1,0,0.0
12923,1,67,64,172.0,172.0,27,0.0,1,0,0.0
17520,1,365,53,547.0,547.0,30,0.0,1,0,0.0
17124,1,129,185,294.0,294.0,31,0.0,1,0,0.0
16142,1,422,249,535.0,535.0,37,0.0,1,0,0.0
17201,1,231,53,290.0,290.0,38,0.0,1,0,0.0
14222,1,607,177,683.0,683.0,41,0.0,1,0,0.0
18113,1,72,368,76.0,76.0,1,0.0,1,0,0.0
16737,1,288,53,418.0,418.0,1,0.0,1,0,0.0
16659,1,72,189,39.0,39.0,2,0.0,1,0,0.0
18032,1,42,334,74.0,74.0,5,0.0,1,0,0.0
15593,1,60,70,200.0,200.0,5,0.0,1,0,0.0
14542,1,19,185,103.0,103.0,5,0.0,1,0,0.0
13522,1,44,30,126.0,126.0,5,0.0,1,0,0.0
14066,1,45,266,153.0,153.0,7,0.0,1,0,0.0
16757,1,81,318,107.0,107.0,7,0.0,1,0,0.0
15463,1,106,29,126.0,126.0,7,0.0,1,0,0.0
17643,1,71,373,102.0,102.0,8,0.0,1,0,0.0
15803,1,290,51,416.0,416.0,8,0.0,1,0,0.0
13260,1,142,61,558.0,558.0,8,0.0,1,0,0.0
18224,1,69,263,159.0,159.0,10,0.0,1,0,0.0
17978,1,499,365,301.0,301.0,12,0.0,1,0,0.0
17824,1,408,51,298.0,298.0,13,0.0,1,0,0.0
12355,1,240,214,459.0,459.0,13,0.0,1,0,0.0
14411,1,196,310,1063.0,1063.0,14,0.0,1,0,0.0
16526,1,106,171,290.0,290.0,15,0.0,1,0,0.0
15193,1,144,60,499.0,499.0,19,0.0,1,0,0.0
18027,1,78,98,115.0,115.0,21,0.0,1,0,0.0
13304,1,238,351,300.0,300.0,21,0.0,1,0,0.0
13504,1,178,64,296.0,296.0,22,0.0,1,0,0.0
16834,1,358,227,413.0,413.0,24,0.0,1,0,0.0
15837,1,189,64,392.0,392.0,24,0.0,1,0,0.0
17701,1,109,252,418.0,418.0,24,0.0,1,0,0.0
16026,1,243,43,236.0,236.0,30,0.0,1,0,0.0
18004,1,75,362,158.0,158.0,32,0.0,1,0,0.0
16345,1,288,44,565.0,565.0,35,0.0,1,0,0.0
14988,1,141,211,335.0,335.0,40,0.0,1,0,0.0
15255,1,489,66,891.0,891.0,47,0.0,1,0,0.0
17936,1,257,5,380.0,380.0,68,0.0,1,0,0.0
15069,1,520,179,1110.0,1110.0,70,0.0,1,0,0.0
16990,1,100,218,179.0,179.0,1,0.0,1,0,0.0
14946,1,22,14,101.0,101.0,3,0.0,1,0,0.0
17628,1,79,81,76.0,76.0,5,0.0,1,0,0.0
16582,1,164,113,314.0,314.0,6,0.0,1,0,0.0
14693,1,34,264,173.0,173.0,8,0.0,1,0,0.0
16349,1,9,290,54.0,54.0,9,0.0,1,0,0.0
14772,1,82,112,139.0,139.0,9,0.0,1,0,0.0
16591,1,41,68,214.0,214.0,10,0.0,1,0,0.0
16761,1,341,96,317.0,317.0,13,0.0,1,0,0.0
17535,1,136,280,164.0,164.0,13,0.0,1,0,0.0
17278,1,179,241,246.0,246.0,15,0.0,1,0,0.0
16433,1,106,28,184.0,184.0,17,0.0,1,0,0.0
15346,1,144,332,252.0,252.0,17,0.0,1,0,0.0
14528,1,278,37,364.0,364.0,18,0.0,1,0,0.0
14762,1,341,263,301.0,301.0,21,0.0,1,0,0.0
15264,1,265,64,394.0,394.0,23,0.0,1,0,0.0
12591,1,225,317,369.0,369.0,25,0.0,1,0,0.0
13594,1,359,52,397.0,397.0,26,0.0,1,0,0.0
16030,1,283,309,331.0,331.0,28,0.0,1,0,0.0
15475,1,319,77,454.0,454.0,29,0.0,1,0,0.0
13278,1,537,40,543.0,543.0,46,0.0,1,0,0.0
